# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
110140	m11_10	1110000	11100	interior-map
110140	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110140	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110140	m31_00	3100000;3100001	31000	interior-map
110140	m60_37_42	-	-	none
110140	m60_37_54	6302000	63020	tile-default
110140	m60_39_54	-	-	none
110150	m11_10	1110000	11100	interior-map
110150	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110150	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110150	m31_00	3100000;3100001	31000	interior-map
110150	m60_37_42	-	-	none
110150	m60_37_54	6302000	63020	tile-default
110150	m60_39_54	-	-	none
110160	m11_10	1110000	11100	interior-map
110160	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110160	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110160	m31_00	3100000;3100001	31000	interior-map
110160	m60_37_42	-	-	none
110160	m60_37_54	6302000	63020	tile-default
110160	m60_39_54	-	-	none
110170	m11_10	1110000	11100	interior-map
110170	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110170	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110170	m31_00	3100000;3100001	31000	interior-map
110170	m60_37_42	-	-	none
110170	m60_37_54	6302000	63020	tile-default
110170	m60_39_54	-	-	none
110190	m11_10	1110000	11100	interior-map
110190	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110190	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110190	m31_00	3100000;3100001	31000	interior-map
110190	m60_37_42	-	-	none
110190	m60_37_54	6302000	63020	tile-default
110190	m60_39_54	-	-	none
110200	m11_10	1110000	11100	interior-map
110200	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110200	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110200	m31_00	3100000;3100001	31000	interior-map
110200	m60_37_42	-	-	none
110200	m60_37_54	6302000	63020	tile-default
110200	m60_39_54	-	-	none
110210	m11_10	1110000	11100	interior-map
110210	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110210	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110210	m31_00	3100000;3100001	31000	interior-map
110210	m60_37_42	-	-	none
110210	m60_37_54	6302000	63020	tile-default
110210	m60_39_54	-	-	none
110220	m11_10	1110000	11100	interior-map
110220	m16_00	1600012	16000	interior-seam:プレイ領域 1600012@8.0m
110220	m22_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
110220	m31_00	3100000;3100001	31000	interior-map
110220	m60_37_42	-	-	none
110220	m60_37_54	6302000	63020	tile-default
110220	m60_39_54	-	-	none
110260	m11_10	1110000	11100	interior-map
110260	m60_44_39	6100004	61000	tile-default
110260	m60_45_39	-	-	none
110270	m11_10	1110000	11100	interior-map
110270	m60_44_39	6100004	61000	tile-default
110270	m60_45_39	-	-	none
110750	m11_10	1110000	11100	interior-map
110750	m60_50_38	-	-	none
110760	m11_10	1110000	11100	interior-map
110760	m60_50_38	-	-	none
110770	m11_10	1110000	11100	interior-map
110770	m60_50_38	-	-	none
110850	m11_10	1110000	11100	interior-map
110850	m60_50_38	-	-	none
120000	m10_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ①
120000	m11_10	1110000	11100	interior-map
120010	m10_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ①
120010	m11_10	1110000	11100	interior-map
120020	m10_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ①
120020	m11_10	1110000	11100	interior-map
120270	m11_10	1110000	11100	interior-map
120270	m60_34_49	6200005	62000	volume:領域 プレイ領域 6200005 {2}
120280	m11_10	1110000	11100	interior-map
120280	m60_34_49	6200005	62000	volume:領域 プレイ領域 6200005 {2}
120290	m11_10	1110000	11100	interior-map
120290	m60_34_49	6200005	62000	volume:領域 プレイ領域 6200005 {2}
120500	m11_10	1110000	11100	interior-map
120500	m60_39_39	-	-	none
120510	m11_10	1110000	11100	interior-map
120510	m60_39_39	-	-	none
120520	m11_10	1110000	11100	interior-map
120520	m60_39_39	-	-	none
120750	m11_10	1110000	11100	interior-map
120750	m60_34_50	-	-	none
120760	m11_10	1110000	11100	interior-map
120760	m60_34_50	-	-	none
120770	m11_10	1110000	11100	interior-map
120770	m60_34_50	-	-	none
120780	m11_10	1110000	11100	interior-map
120780	m60_34_50	-	-	none
120790	m11_10	1110000	11100	interior-map
120790	m60_34_50	-	-	none
120800	m11_10	1110000	11100	interior-map
120800	m60_34_50	-	-	none
120810	m11_10	1110000	11100	interior-map
120810	m60_34_50	-	-	none
120820	m11_10	1110000	11100	interior-map
120820	m60_34_50	-	-	none
120830	m11_10	1110000	11100	interior-map
120830	m60_34_50	-	-	none
120840	m11_10	1110000	11100	interior-map
120840	m60_34_50	-	-	none
130000	m11_10	1110000	11100	interior-map
130000	m60_34_50	-	-	none
130010	m11_10	1110000	11100	interior-map
130010	m60_34_50	-	-	none
130020	m11_10	1110000	11100	interior-map
130020	m60_34_50	-	-	none
130100	m11_10	1110000	11100	interior-map
130100	m60_34_50	-	-	none
130290	m11_10	1110000	11100	interior-map
130290	m60_35_50	6200007	62000	tile-default
130300	m11_10	1110000	11100	interior-map
130300	m60_35_50	6200007	62000	tile-default
130340	m11_10	1110000	11100	interior-map
130340	m60_35_50	6200007	62000	tile-default
130350	m11_10	1110000	11100	interior-map
130350	m60_35_50	6200007	62000	tile-default
130360	m11_10	1110000	11100	interior-map
130360	m60_35_50	6200007	62000	tile-default
130370	m11_10	1110000	11100	interior-map
130370	m60_35_50	6200007	62000	tile-default
130380	m11_10	1110000	11100	interior-map
130380	m60_35_50	6200007	62000	tile-default
130390	m11_10	1110000	11100	interior-map
130390	m60_35_50	6200007	62000	tile-default
130500	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130500	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130500	m11_10	1110000	11100	interior-map
130500	m60_40_52	-	-	none
130500	m60_40_54	-	-	none
130500	m60_51_56	-	-	none
130510	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130510	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130510	m11_10	1110000	11100	interior-map
130510	m60_40_52	-	-	none
130510	m60_40_54	-	-	none
130510	m60_51_56	-	-	none
130520	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130520	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130520	m11_10	1110000	11100	interior-map
130520	m60_40_52	-	-	none
130520	m60_40_54	-	-	none
130520	m60_51_56	-	-	none
130530	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130530	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130530	m11_10	1110000	11100	interior-map
130530	m60_40_52	-	-	none
130530	m60_40_54	-	-	none
130530	m60_51_56	-	-	none
130540	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130540	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130540	m11_10	1110000	11100	interior-map
130540	m60_40_52	-	-	none
130540	m60_40_54	-	-	none
130540	m60_51_56	-	-	none
130550	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130550	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130550	m11_10	1110000	11100	interior-map
130550	m60_40_52	-	-	none
130550	m60_40_54	-	-	none
130550	m60_51_56	-	-	none
130560	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130560	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130560	m11_10	1110000	11100	interior-map
130560	m60_40_52	-	-	none
130560	m60_40_54	-	-	none
130560	m60_51_56	-	-	none
130570	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130570	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130570	m11_10	1110000	11100	interior-map
130570	m60_40_52	-	-	none
130570	m60_40_54	-	-	none
130570	m60_51_56	-	-	none
130580	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130580	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130580	m11_10	1110000	11100	interior-map
130580	m60_40_52	-	-	none
130580	m60_40_54	-	-	none
130580	m60_51_56	-	-	none
130590	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130590	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130590	m11_10	1110000	11100	interior-map
130590	m60_40_52	-	-	none
130590	m60_40_54	-	-	none
130590	m60_51_56	-	-	none
130600	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130600	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130600	m11_10	1110000	11100	interior-map
130600	m60_40_52	-	-	none
130600	m60_40_54	-	-	none
130600	m60_51_56	-	-	none
130610	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130610	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130610	m11_10	1110000	11100	interior-map
130610	m60_40_52	-	-	none
130610	m60_40_54	-	-	none
130610	m60_51_56	-	-	none
130620	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130620	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130620	m11_10	1110000	11100	interior-map
130620	m60_40_52	-	-	none
130620	m60_40_54	-	-	none
130620	m60_51_56	-	-	none
130630	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130630	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130630	m11_10	1110000	11100	interior-map
130630	m60_40_52	-	-	none
130630	m60_40_54	-	-	none
130630	m60_51_56	-	-	none
130640	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130640	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130640	m11_10	1110000	11100	interior-map
130640	m60_40_52	-	-	none
130640	m60_40_54	-	-	none
130640	m60_51_56	-	-	none
130650	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130650	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130650	m11_10	1110000	11100	interior-map
130650	m60_40_52	-	-	none
130650	m60_40_54	-	-	none
130650	m60_51_56	-	-	none
130660	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130660	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130660	m11_10	1110000	11100	interior-map
130660	m60_40_52	-	-	none
130660	m60_40_54	-	-	none
130660	m60_51_56	-	-	none
130670	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130670	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130670	m11_10	1110000	11100	interior-map
130670	m60_40_52	-	-	none
130670	m60_40_54	-	-	none
130670	m60_51_56	-	-	none
130680	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130680	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130680	m11_10	1110000	11100	interior-map
130680	m60_40_52	-	-	none
130680	m60_40_54	-	-	none
130680	m60_51_56	-	-	none
130690	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130690	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130690	m11_10	1110000	11100	interior-map
130690	m60_40_52	-	-	none
130690	m60_40_54	-	-	none
130690	m60_51_56	-	-	none
130700	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130700	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130700	m11_10	1110000	11100	interior-map
130700	m60_40_52	-	-	none
130700	m60_40_54	-	-	none
130700	m60_51_56	-	-	none
130710	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130710	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130710	m11_10	1110000	11100	interior-map
130710	m60_40_52	-	-	none
130710	m60_40_54	-	-	none
130710	m60_51_56	-	-	none
130720	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130720	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130720	m11_10	1110000	11100	interior-map
130720	m60_40_52	-	-	none
130720	m60_40_54	-	-	none
130720	m60_51_56	-	-	none
130730	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130730	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130730	m11_10	1110000	11100	interior-map
130730	m60_40_52	-	-	none
130730	m60_40_54	-	-	none
130730	m60_51_56	-	-	none
130740	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130740	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130740	m11_10	1110000	11100	interior-map
130740	m60_40_52	-	-	none
130740	m60_40_54	-	-	none
130740	m60_51_56	-	-	none
130750	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130750	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130750	m11_10	1110000	11100	interior-map
130750	m60_40_52	-	-	none
130750	m60_40_54	-	-	none
130750	m60_51_56	-	-	none
130760	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130760	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130760	m11_10	1110000	11100	interior-map
130760	m60_40_52	-	-	none
130760	m60_40_54	-	-	none
130760	m60_51_56	-	-	none
130770	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130770	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130770	m11_10	1110000	11100	interior-map
130770	m60_40_52	-	-	none
130770	m60_40_54	-	-	none
130770	m60_51_56	-	-	none
130780	m11_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
130780	m11_05	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
130780	m11_10	1110000	11100	interior-map
130780	m60_40_52	-	-	none
130780	m60_40_54	-	-	none
130780	m60_51_56	-	-	none
140000	m11_10	1110000	11100	interior-map
140000	m60_37_46	-	-	none
140010	m11_10	1110000	11100	interior-map
140010	m60_37_46	-	-	none
140020	m11_10	1110000	11100	interior-map
140020	m60_37_46	-	-	none
140030	m11_10	1110000	11100	interior-map
140030	m60_37_46	-	-	none
140040	m11_10	1110000	11100	interior-map
140040	m60_37_46	-	-	none
140050	m11_10	1110000	11100	interior-map
140050	m60_37_46	-	-	none
140060	m11_10	1110000	11100	interior-map
140060	m60_37_46	-	-	none
140070	m11_10	1110000	11100	interior-map
140070	m60_37_46	-	-	none
140250	m11_10	1110000	11100	interior-map
140250	m60_37_46	-	-	none
140260	m11_10	1110000	11100	interior-map
140260	m60_37_46	-	-	none
140280	m11_10	1110000	11100	interior-map
140280	m60_37_46	-	-	none
140290	m11_10	1110000	11100	interior-map
140290	m60_37_46	-	-	none
140300	m11_10	1110000	11100	interior-map
140300	m60_37_46	-	-	none
140310	m11_10	1110000	11100	interior-map
140310	m60_37_46	-	-	none
140320	m11_10	1110000	11100	interior-map
140320	m60_37_46	-	-	none
140330	m11_10	1110000	11100	interior-map
140330	m60_37_46	-	-	none
140340	m11_10	1110000	11100	interior-map
140340	m60_37_46	-	-	none
140350	m11_10	1110000	11100	interior-map
140350	m60_37_46	-	-	none
140360	m11_10	1110000	11100	interior-map
140360	m60_37_46	-	-	none
140370	m11_10	1110000	11100	interior-map
140370	m60_37_46	-	-	none
140380	m11_10	1110000	11100	interior-map
140380	m60_37_46	-	-	none
140390	m11_10	1110000	11100	interior-map
140390	m60_37_46	-	-	none
